league.season,HomeTeam,AwayTeam,HomeScore,AwayScore,Date,Time,Result,HalftimeHomeGoals,HalftimeAwayGoals,HalftimeResult,HomeShot,AwayShot,HomeShotTarget,AwayShotTarget,HomeTeamFouls,AwayTeamFouls,HomeTeamCorners,AwayTeamCorners,HomeYellowCards,AwayYellowCards,HomeRedCards,AwayRedCards,result_home,result_away,home_goals_scored_home,home_goals_conceded_home,home_win_rate_home,away_goals_scored_away,away_goals_conceded_away,away_win_rate_away,home_season_rank,away_season_rank,home_rolling_scored,home_rolling_conceded,home_rolling_win_rate,away_rolling_scored,away_rolling_conceded,away_rolling_win_rate
2022,Ajaccio,Auxerre,0,3,2023-04-09,14:00,A,0,3,A,9,11,2,4,13,15,7,5,1,3,0,0,0.0,1.0,0.526,1.579,0.211,0.895,1.842,0.158,18,17,0.6,1.4,0.2,0.6,0.6,0.4
2022,Lorient,Marseille,0,0,2023-04-09,19:45,D,0,0,D,9,13,5,2,10,18,3,6,0,2,0,0,0.5,0.5,1.368,1.105,0.474,1.684,0.842,0.632,10,3,0.8,1.0,0.2,1.2,1.4,0.4
2022,Toulouse,Lyon,1,2,2023-04-14,20:00,A,1,1,D,13,14,6,3,14,10,8,5,1,4,0,0,0.0,1.0,1.421,1.421,0.316,1.579,1.474,0.421,13,7,1.0,1.4,0.4,1.6,1.0,0.4
2022,Paris SG,Lens,3,1,2023-04-15,20:00,H,3,0,H,15,14,7,7,12,8,3,10,0,0,0,1,1.0,0.0,2.368,1.316,0.684,1.421,0.842,0.421,1,2,1.6,1.2,0.6,2.2,0.4,0.8
2022,Rennes,Reims,3,0,2023-04-15,16:00,H,2,0,H,23,5,8,1,12,14,6,4,1,2,0,0,1.0,0.0,2.263,0.737,0.789,0.895,1.158,0.211,4,11,0.6,1.0,0.2,1.4,0.6,0.6
2022,Stade Brestois,Nice,1,0,2023-04-16,14:00,H,1,0,H,14,12,3,6,15,14,3,5,1,3,0,0,1.0,0.0,1.263,1.368,0.368,1.263,1.0,0.421,14,9,1.6,1.2,0.4,1.0,1.4,0.0
2022,Strasbourg,Ajaccio,3,1,2023-04-16,14:00,H,1,0,H,12,8,6,1,14,19,5,0,2,5,0,0,1.0,0.0,1.316,1.368,0.263,0.684,2.316,0.158,15,18,1.6,1.8,0.2,0.2,1.8,0.0
2022,Marseille,Estac Troyes,3,1,2023-04-16,19:45,H,2,0,H,28,4,6,2,13,8,8,1,0,2,0,0,1.0,0.0,1.842,1.263,0.526,1.368,2.684,0.158,3,19,1.2,0.8,0.4,0.8,1.8,0.0
2022,Monaco,Lorient,3,1,2023-04-16,16:05,H,2,0,H,11,7,7,4,18,10,5,3,0,1,0,0,1.0,0.0,1.947,1.737,0.474,1.368,1.684,0.316,6,10,2.0,1.6,0.4,0.8,0.8,0.2
2022,Lille,Montpellier,2,1,2023-04-16,12:00,H,0,1,A,17,4,7,1,15,19,8,4,1,3,0,0,1.0,0.0,2.105,1.316,0.684,1.895,1.737,0.421,5,12,1.8,1.2,0.4,2.0,0.8,0.6
2022,Clermont Foot,Angers,2,1,2023-04-16,14:00,H,2,1,H,12,7,5,4,12,15,6,6,1,3,2,0,1.0,0.0,1.053,1.474,0.474,0.684,2.368,0.053,8,20,1.2,1.4,0.6,0.4,2.2,0.2
2022,Auxerre,Nantes,2,1,2023-04-16,14:00,H,2,0,H,13,17,7,7,14,8,3,6,2,2,0,0,1.0,0.0,0.947,1.474,0.263,0.895,1.526,0.105,17,16,1.0,0.6,0.4,1.4,2.4,0.0
2022,Angers,Paris SG,1,2,2023-04-21,20:00,A,0,2,A,16,10,4,4,6,8,5,8,0,0,0,0,0.0,1.0,1.053,1.895,0.158,2.316,0.789,0.737,20,1,0.6,1.6,0.2,1.4,1.0,0.6
2022,Auxerre,Lille,1,1,2023-04-22,16:00,D,0,1,A,8,14,4,6,12,12,4,4,0,1,0,0,0.5,0.5,0.947,1.474,0.263,1.316,1.0,0.316,17,5,1.2,0.6,0.6,2.0,1.2,0.6
2022,Lens,Monaco,3,0,2023-04-22,20:00,H,2,0,H,21,11,8,4,8,14,2,4,0,2,0,0,1.0,0.0,2.158,0.684,0.895,1.737,1.316,0.526,2,6,2.2,0.8,0.8,2.2,1.4,0.6
2022,Reims,Strasbourg,0,2,2023-04-23,12:00,A,0,2,A,15,9,5,3,11,12,6,4,2,1,0,0,0.0,1.0,1.474,1.211,0.421,1.368,1.737,0.211,11,15,1.2,1.2,0.4,2.2,1.8,0.4
2022,Nice,Clermont Foot,1,2,2023-04-23,14:00,A,1,1,D,15,9,5,3,19,9,6,2,1,2,0,0,0.0,1.0,1.263,0.947,0.368,1.316,1.105,0.421,9,8,0.8,1.4,0.0,1.4,1.6,0.6
2022,Nantes,Estac Troyes,2,2,2023-04-23,14:00,D,1,0,H,19,9,9,4,12,10,13,4,1,0,0,0,0.5,0.5,1.053,1.368,0.263,1.368,2.684,0.158,16,19,1.2,2.0,0.0,0.6,2.0,0.0
2022,Lyon,Marseille,1,2,2023-04-23,19:45,A,0,1,A,7,14,2,7,11,18,5,3,2,1,0,0,0.0,1.0,1.842,1.0,0.526,1.684,0.842,0.632,7,3,2.0,1.2,0.6,1.6,1.0,0.4
2022,Lorient,Toulouse,0,1,2023-04-23,14:00,A,0,0,D,9,13,1,4,13,12,2,7,3,2,0,0,0.0,1.0,1.368,1.105,0.474,1.263,1.579,0.368,10,13,1.0,1.4,0.2,1.2,1.6,0.4
2022,Ajaccio,Stade Brestois,0,0,2023-04-23,14:00,D,0,0,D,3,10,2,2,11,20,4,4,2,2,1,0,0.5,0.5,0.526,1.579,0.211,1.053,1.474,0.211,18,14,0.4,2.2,0.0,1.6,1.2,0.4
2022,Montpellier,Rennes,1,0,2023-04-23,16:05,H,0,0,D,11,16,2,4,11,13,4,4,3,2,1,0,1.0,0.0,1.526,1.526,0.368,1.368,1.316,0.316,12,4,1.2,1.2,0.4,1.2,0.8,0.4
2022,Strasbourg,Lyon,1,2,2023-04-28,20:00,A,1,2,A,11,7,3,4,13,24,5,4,2,4,0,1,0.0,1.0,1.316,1.368,0.263,1.579,1.474,0.421,15,7,2.2,1.4,0.6,1.6,1.0,0.6
2022,Lille,Ajaccio,3,0,2023-04-29,16:00,H,3,0,H,10,2,5,0,10,13,9,0,1,2,0,0,1.0,0.0,2.105,1.316,0.684,0.684,2.316,0.158,5,18,1.6,0.8,0.6,0.4,2.0,0.0
2022,Rennes,Angers,4,2,2023-04-30,14:00,H,2,2,D,13,4,4,2,14,11,7,5,1,2,0,0,1.0,0.0,2.263,0.737,0.789,0.684,2.368,0.053,4,20,1.2,1.0,0.4,0.8,1.6,0.2
2022,Monaco,Montpellier,0,4,2023-04-30,12:00,A,0,1,A,7,19,4,9,11,12,3,11,2,1,0,0,0.0,1.0,1.947,1.737,0.474,1.895,1.737,0.421,6,12,2.2,1.8,0.6,1.2,1.2,0.4
2022,Paris SG,Lorient,1,3,2023-04-30,16:05,A,1,2,A,13,14,4,7,15,17,2,3,4,3,1,0,0.0,1.0,2.368,1.316,0.684,1.368,1.684,0.316,1,10,1.4,1.0,0.6,0.6,1.6,0.0
2022,Estac Troyes,Nice,0,1,2023-04-30,14:00,A,0,1,A,9,29,6,13,7,10,3,14,0,2,0,0,0.0,1.0,1.0,1.579,0.053,1.263,1.0,0.421,19,9,1.0,2.0,0.0,0.6,1.4,0.0
2022,Clermont Foot,Reims,1,0,2023-04-30,14:00,H,1,0,H,6,13,2,2,8,12,5,6,0,2,1,0,1.0,0.0,1.053,1.474,0.474,0.895,1.158,0.211,8,11,1.8,1.0,0.8,1.0,1.6,0.2
2022,Marseille,Auxerre,2,1,2023-04-30,19:45,H,0,1,A,26,11,4,3,7,6,12,1,1,0,0,0,1.0,0.0,1.842,1.263,0.526,0.895,1.842,0.158,3,17,1.6,0.8,0.6,1.4,0.8,0.6
2022,Toulouse,Lens,0,1,2023-05-02,20:00,A,0,1,A,9,11,2,3,5,7,5,0,1,2,0,0,0.0,1.0,1.421,1.421,0.316,1.421,0.842,0.421,13,2,1.0,1.6,0.4,2.0,0.8,0.8
2022,Stade Brestois,Nantes,2,0,2023-05-03,20:00,H,2,0,H,8,13,4,5,7,15,2,4,0,1,0,0,1.0,0.0,1.263,1.368,0.368,0.895,1.526,0.105,14,16,1.4,0.8,0.4,1.2,2.0,0.0
2022,Lens,Marseille,2,1,2023-05-06,20:00,H,1,0,H,9,14,3,3,12,16,7,7,5,2,0,0,1.0,0.0,2.158,0.684,0.895,1.684,0.842,0.632,2,3,1.6,0.8,0.8,1.6,0.8,0.6
2022,Nice,Rennes,2,1,2023-05-06,16:00,H,0,0,D,11,14,4,4,11,11,4,7,0,1,0,0,1.0,0.0,1.263,0.947,0.368,1.368,1.316,0.316,9,4,0.6,1.2,0.2,1.6,1.4,0.4
2022,Reims,Lille,1,0,2023-05-06,18:00,H,1,0,H,14,11,4,5,17,10,4,7,2,3,0,0,1.0,0.0,1.474,1.211,0.421,1.316,1.0,0.316,11,5,0.8,1.4,0.2,1.8,0.8,0.6
2022,Nantes,Strasbourg,0,2,2023-05-07,14:00,A,0,1,A,13,8,5,6,22,15,11,1,3,1,0,0,0.0,1.0,1.053,1.368,0.263,1.368,1.737,0.211,16,15,1.0,2.2,0.0,2.0,1.8,0.4
2022,Lyon,Montpellier,5,4,2023-05-07,16:05,H,1,2,A,16,12,8,6,12,14,3,5,0,3,0,0,1.0,0.0,1.842,1.0,0.526,1.895,1.737,0.421,7,12,1.8,1.0,0.8,1.6,1.0,0.4
2022,Lorient,Stade Brestois,2,1,2023-05-07,14:00,H,1,0,H,6,15,3,2,13,22,4,6,3,2,1,0,1.0,0.0,1.368,1.105,0.474,1.053,1.474,0.211,10,14,1.0,1.6,0.2,1.4,0.4,0.6
2022,Auxerre,Clermont Foot,1,1,2023-05-07,14:00,D,1,0,H,11,9,4,4,19,13,2,2,1,0,0,0,0.5,0.5,0.947,1.474,0.263,1.316,1.105,0.421,17,8,1.6,0.8,0.6,1.8,0.6,1.0
2022,Angers,Monaco,1,2,2023-05-07,12:00,A,0,1,A,10,14,3,6,13,17,4,3,3,2,0,0,0.0,1.0,1.053,1.895,0.158,1.737,1.316,0.526,20,6,1.2,1.8,0.2,1.8,2.6,0.4
2022,Ajaccio,Toulouse,0,0,2023-05-07,14:00,D,0,0,D,4,15,2,5,10,8,4,7,3,0,0,0,0.5,0.5,0.526,1.579,0.211,1.263,1.579,0.368,18,13,0.4,2.2,0.0,1.0,1.4,0.4
2022,Estac Troyes,Paris SG,1,3,2023-05-07,19:45,A,0,1,A,7,31,3,12,5,5,6,6,1,0,0,0,0.0,1.0,1.0,1.579,0.053,2.316,0.789,0.737,19,1,0.6,1.8,0.0,1.6,1.2,0.6
2022,Lens,Reims,2,1,2023-05-12,20:00,H,1,1,D,8,17,6,3,6,19,0,14,1,3,1,0,1.0,0.0,2.158,0.684,0.895,0.895,1.158,0.211,2,11,1.8,1.0,0.8,0.4,1.4,0.2
2022,Paris SG,Ajaccio,5,0,2023-05-13,20:00,H,2,0,H,16,7,9,2,7,6,8,3,1,1,1,1,1.0,0.0,2.368,1.316,0.684,0.684,2.316,0.158,1,18,2.2,1.2,0.8,0.2,1.8,0.0
2022,Strasbourg,Nice,2,0,2023-05-13,16:00,H,1,0,H,12,9,3,4,14,8,2,3,1,1,0,0,1.0,0.0,1.316,1.368,0.263,1.263,1.0,0.421,15,9,1.8,1.0,0.6,0.8,1.2,0.4
2022,Rennes,Estac Troyes,4,0,2023-05-14,14:00,H,1,0,H,26,4,9,0,4,9,9,1,0,1,0,0,1.0,0.0,2.263,0.737,0.789,1.368,2.684,0.158,4,19,1.8,1.6,0.4,0.8,2.2,0.0
2022,Toulouse,Nantes,0,0,2023-05-14,14:00,D,0,0,D,14,8,6,1,6,13,10,5,1,1,0,0,0.5,0.5,1.421,1.421,0.316,0.895,1.526,0.105,13,16,0.8,0.8,0.4,1.0,2.0,0.0
2022,Stade Brestois,Auxerre,1,0,2023-05-14,14:00,H,0,0,D,15,10,10,2,8,8,6,0,0,0,0,0,1.0,0.0,1.263,1.368,0.368,0.895,1.842,0.158,14,17,1.0,0.6,0.4,1.6,1.0,0.4
2022,Montpellier,Lorient,1,1,2023-05-14,14:00,D,0,0,D,15,11,4,3,20,15,11,5,2,3,0,0,0.5,0.5,1.526,1.526,0.368,1.368,1.684,0.316,12,10,2.2,1.8,0.4,1.2,1.2,0.4
2022,Marseille,Angers,3,1,2023-05-14,19:45,H,1,1,D,14,4,6,1,17,9,7,0,1,2,0,0,1.0,0.0,1.842,1.263,0.526,0.684,2.368,0.053,3,20,1.6,1.0,0.6,1.2,2.0,0.2
2022,Monaco,Lille,0,0,2023-05-14,16:05,D,0,0,D,8,10,1,4,19,13,3,4,0,2,0,0,0.5,0.5,1.947,1.737,0.474,1.316,1.0,0.316,6,5,1.4,2.2,0.4,1.2,0.8,0.4
2022,Clermont Foot,Lyon,2,1,2023-05-14,12:00,H,1,1,D,9,15,6,4,17,10,5,2,3,3,0,0,1.0,0.0,1.053,1.474,0.474,1.579,1.474,0.421,8,7,1.6,0.6,0.8,2.6,1.8,0.8
2022,Lyon,Monaco,3,1,2023-05-19,20:00,H,1,1,D,22,16,11,9,8,14,2,8,0,3,0,0,1.0,0.0,1.842,1.0,0.526,1.737,1.316,0.526,7,6,2.2,2.0,0.6,1.0,1.8,0.4
2022,Lille,Marseille,2,1,2023-05-20,20:00,H,0,1,A,12,8,3,3,14,20,3,4,3,2,0,0,1.0,0.0,2.105,1.316,0.684,1.684,0.842,0.632,5,3,1.2,0.6,0.4,2.2,1.2,0.8
2022,Nantes,Montpellier,0,3,2023-05-20,16:00,A,0,1,A,13,13,3,6,14,8,10,6,4,0,0,0,0.0,1.0,1.053,1.368,0.263,1.895,1.737,0.421,16,12,0.6,1.6,0.0,2.2,1.6,0.4
2022,Stade Brestois,Clermont Foot,2,1,2023-05-21,14:00,H,1,1,D,10,8,3,2,16,11,7,1,3,4,0,0,1.0,0.0,1.263,1.368,0.368,1.316,1.105,0.421,14,8,1.0,0.4,0.6,1.6,0.8,0.8
2022,Reims,Angers,2,2,2023-05-21,14:00,D,1,0,H,11,7,5,3,14,11,7,3,0,2,0,0,0.5,0.5,1.474,1.211,0.421,0.684,2.368,0.053,11,20,0.4,1.6,0.2,1.2,2.6,0.0
2022,Nice,Toulouse,0,0,2023-05-21,14:00,D,0,0,D,21,7,7,4,6,15,6,3,2,2,0,0,0.5,0.5,1.263,0.947,0.368,1.263,1.579,0.368,9,13,0.8,1.2,0.4,0.4,0.6,0.2
2022,Lorient,Lens,1,3,2023-05-21,16:05,A,1,2,A,13,15,5,7,14,13,3,5,2,2,0,0,0.0,1.0,1.368,1.105,0.474,1.421,0.842,0.421,10,2,1.4,1.4,0.4,1.8,1.0,0.8
2022,Estac Troyes,Strasbourg,1,1,2023-05-21,14:00,D,0,1,A,8,16,3,5,9,17,4,6,1,1,1,1,0.5,0.5,1.0,1.579,0.053,1.368,1.737,0.211,19,15,0.8,2.6,0.0,2.0,0.6,0.8
2022,Auxerre,Paris SG,1,2,2023-05-21,19:45,A,0,2,A,14,15,7,4,11,6,4,6,1,0,0,0,0.0,1.0,0.947,1.474,0.263,2.316,0.789,0.737,17,1,1.0,1.2,0.2,2.8,1.2,0.8
2022,Ajaccio,Rennes,0,5,2023-05-21,12:00,A,0,4,A,2,13,0,7,8,14,2,5,1,2,1,0,0.0,1.0,0.526,1.579,0.211,1.368,1.316,0.316,18,4,0.2,2.2,0.0,2.4,1.0,0.6
2022,Toulouse,Auxerre,1,1,2023-05-27,20:00,D,1,1,D,10,16,3,2,18,14,6,3,1,3,0,0,0.5,0.5,1.421,1.421,0.316,0.895,1.842,0.158,13,17,0.2,0.2,0.2,0.8,1.4,0.0
2022,Strasbourg,Paris SG,1,1,2023-05-27,20:00,D,0,0,D,17,7,5,2,9,8,4,2,1,2,0,0,0.5,0.5,1.316,1.368,0.263,2.316,0.789,0.737,15,1,1.6,0.6,0.6,2.6,1.2,0.8
2022,Rennes,Monaco,2,0,2023-05-27,20:00,H,0,0,D,12,11,6,3,11,7,7,3,0,3,0,0,1.0,0.0,2.263,0.737,0.789,1.737,1.316,0.526,4,6,2.8,1.0,0.6,0.6,2.2,0.2
2022,Montpellier,Nice,2,3,2023-05-27,20:00,A,2,0,H,14,23,8,15,12,16,2,10,0,3,0,0,0.0,1.0,1.526,1.526,0.368,1.263,1.0,0.421,12,9,2.6,1.2,0.6,0.8,1.0,0.4
2022,Lyon,Reims,3,0,2023-05-27,20:00,H,2,0,H,23,10,7,1,11,15,7,4,1,1,0,1,1.0,0.0,1.842,1.0,0.526,0.895,1.158,0.211,7,11,2.4,2.0,0.6,0.8,1.4,0.2
2022,Lille,Nantes,2,1,2023-05-27,20:00,H,0,1,A,9,8,2,3,7,12,5,3,2,4,0,0,1.0,0.0,2.105,1.316,0.684,0.895,1.526,0.105,5,16,1.2,0.6,0.4,0.4,1.8,0.0
2022,Lens,Ajaccio,3,0,2023-05-27,20:00,H,3,0,H,12,6,3,0,12,12,9,2,1,2,0,0,1.0,0.0,2.158,0.684,0.895,0.684,2.316,0.158,2,18,2.2,0.6,1.0,0.0,2.6,0.0
2022,Clermont Foot,Lorient,2,0,2023-05-27,20:00,H,1,0,H,18,6,7,1,13,12,9,1,0,0,0,0,1.0,0.0,1.053,1.474,0.474,1.368,1.684,0.316,8,10,1.4,1.0,0.6,1.4,1.4,0.4
2022,Angers,Estac Troyes,2,1,2023-05-27,20:00,H,1,1,D,18,5,5,3,12,7,14,3,1,1,0,0,1.0,0.0,1.053,1.895,0.158,1.368,2.684,0.158,20,19,1.4,2.6,0.0,0.8,2.2,0.0
2022,Marseille,Stade Brestois,1,2,2023-05-27,20:00,A,0,0,D,10,15,4,5,14,16,3,5,2,2,0,0,0.0,1.0,1.842,1.263,0.526,1.053,1.474,0.211,3,14,1.8,1.4,0.6,1.2,0.6,0.6
2022,Reims,Montpellier,1,3,2023-06-03,20:00,A,1,0,H,11,16,5,8,16,9,4,7,1,2,0,0,0.0,1.0,1.474,1.211,0.421,1.895,1.737,0.421,11,12,0.8,1.6,0.2,2.8,1.8,0.4
2022,Ajaccio,Marseille,1,0,2023-06-03,20:00,H,0,0,D,3,17,1,5,19,15,2,3,1,1,0,0,1.0,0.0,0.526,1.579,0.211,1.684,0.842,0.632,18,3,0.0,3.2,0.0,1.6,1.6,0.4
2022,Auxerre,Lens,1,3,2023-06-03,20:00,A,0,1,A,17,15,5,7,10,16,5,5,1,3,0,0,0.0,1.0,0.947,1.474,0.263,1.421,0.842,0.421,17,2,0.8,1.4,0.0,2.2,0.6,1.0
2022,Estac Troyes,Lille,1,1,2023-06-03,20:00,D,0,0,D,8,18,3,7,9,15,2,8,0,4,0,0,0.5,0.5,1.0,1.579,0.053,1.316,1.0,0.316,19,5,0.6,2.2,0.0,1.4,0.6,0.6
2022,Lorient,Strasbourg,2,1,2023-06-03,20:00,H,2,0,H,5,15,3,7,9,15,4,4,1,1,0,0,1.0,0.0,1.368,1.105,0.474,1.368,1.737,0.211,10,15,1.4,1.6,0.4,1.4,0.8,0.4
2022,Monaco,Toulouse,1,2,2023-06-03,20:00,A,0,0,D,19,22,7,8,10,11,4,7,1,2,0,0,0.0,1.0,1.947,1.737,0.474,1.263,1.579,0.368,6,13,0.6,2.0,0.2,0.2,0.4,0.0
2022,Nantes,Angers,1,0,2023-06-03,20:00,H,1,0,H,11,5,7,1,12,13,8,1,1,0,0,0,1.0,0.0,1.053,1.368,0.263,0.684,2.368,0.053,16,20,0.2,1.8,0.0,1.6,2.4,0.2
2022,Nice,Lyon,3,1,2023-06-03,20:00,H,3,1,H,16,16,6,7,8,12,3,2,0,1,0,0,1.0,0.0,1.263,0.947,0.368,1.579,1.474,0.421,9,7,1.2,1.0,0.6,2.8,1.6,0.8
2022,Paris SG,Clermont Foot,2,3,2023-06-03,20:00,A,2,2,D,16,12,6,5,17,11,6,2,2,1,0,0,0.0,1.0,2.368,1.316,0.684,1.316,1.105,0.421,1,8,2.4,1.2,0.6,1.4,0.8,0.6
2022,Stade Brestois,Rennes,1,2,2023-06-03,20:00,A,1,2,A,14,12,5,3,10,14,3,3,2,4,0,0,0.0,1.0,1.263,1.368,0.368,1.368,1.316,0.316,14,4,1.6,0.8,0.8,3.2,0.8,0.8
2023,Nice,Lille,1,1,2023-08-11,20:00,D,1,0,H,8,12,3,5,13,9,3,3,3,2,0,0,0.5,0.5,1.235,0.647,0.529,1.059,1.176,0.294,5,4,1.6,1.2,0.6,1.0,0.8,0.4
2023,Paris SG,Lorient,0,0,2023-08-12,20:00,D,0,0,D,20,4,4,0,8,6,9,2,0,0,0,0,0.5,0.5,2.471,1.294,0.529,1.0,2.118,0.176,1,16,2.6,1.2,0.6,1.2,1.6,0.4
2023,Marseille,Reims,2,1,2023-08-12,16:00,H,1,1,D,14,11,4,4,7,16,10,10,1,3,0,0,1.0,0.0,1.824,0.765,0.588,1.353,1.706,0.294,8,9,1.2,1.6,0.2,1.0,2.0,0.2
2023,Stade Brestois,Lens,3,2,2023-08-13,12:00,H,1,2,A,15,10,8,2,13,15,6,8,2,3,0,1,1.0,0.0,1.471,0.824,0.471,1.059,1.118,0.294,3,7,1.4,1.2,0.6,2.6,0.8,1.0
2023,Strasbourg,Lyon,2,1,2023-08-13,19:45,H,0,0,D,8,23,2,7,8,11,1,6,2,2,0,0,1.0,0.0,1.294,1.353,0.412,1.412,1.529,0.529,13,6,1.4,0.8,0.4,2.6,2.0,0.6
2023,Rennes,Metz,5,1,2023-08-13,16:05,H,1,1,D,29,9,14,3,7,10,5,4,0,2,0,0,1.0,0.0,2.0,1.529,0.412,1.059,1.824,0.294,10,17,2.8,0.6,0.8,0.0,0.0,0.0
2023,Clermont Foot,Monaco,2,4,2023-08-13,14:00,A,1,2,A,15,14,7,8,7,16,6,2,0,4,0,0,0.0,1.0,0.824,1.588,0.176,2.235,1.647,0.588,18,2,1.8,1.2,0.6,0.8,1.6,0.2
2023,Montpellier,Le Havre,2,2,2023-08-13,14:00,D,0,1,A,15,12,5,4,8,12,5,2,1,2,0,0,0.5,0.5,1.176,1.353,0.176,0.941,1.529,0.059,12,15,2.6,2.0,0.4,0.0,0.0,0.0
2023,Nantes,Toulouse,1,2,2023-08-13,14:00,A,1,0,H,9,9,4,5,14,14,7,5,2,2,0,0,0.0,1.0,1.0,1.765,0.176,1.235,1.235,0.471,14,11,0.4,1.4,0.2,0.6,0.4,0.2
2023,Metz,Marseille,2,2,2023-08-18,20:00,D,0,1,A,10,22,5,5,15,9,4,9,3,2,1,0,0.5,0.5,1.0,1.588,0.176,1.235,1.647,0.176,17,8,1.0,5.0,0.0,1.4,1.4,0.4
2023,Lyon,Montpellier,1,4,2023-08-19,18:00,A,0,2,A,7,14,3,8,20,10,6,2,4,1,1,0,0.0,1.0,1.471,1.706,0.412,1.353,1.471,0.412,6,12,1.8,1.6,0.4,2.2,1.4,0.4
2023,Toulouse,Paris SG,1,1,2023-08-19,20:00,D,0,0,D,8,16,2,3,8,11,5,5,0,3,0,0,0.5,0.5,1.235,1.471,0.176,2.294,0.647,0.765,11,1,1.0,0.6,0.4,2.0,1.0,0.4
2023,Le Havre,Stade Brestois,1,2,2023-08-20,14:00,A,0,1,A,18,10,7,5,18,15,5,3,0,2,0,0,0.0,1.0,1.059,1.118,0.353,1.647,1.176,0.529,15,3,2.0,2.0,0.0,1.8,1.2,0.8
2023,Lens,Rennes,1,1,2023-08-20,19:45,D,1,0,H,15,10,4,5,15,10,11,0,2,1,0,0,0.5,0.5,1.588,1.059,0.529,1.118,1.176,0.294,7,10,2.6,1.2,0.8,3.6,0.4,1.0
2023,Lille,Nantes,2,0,2023-08-20,12:00,H,0,0,D,18,14,8,4,8,15,7,5,0,2,1,0,1.0,0.0,2.0,0.824,0.647,0.765,1.471,0.353,4,14,1.2,0.8,0.4,0.6,1.4,0.2
2023,Lorient,Nice,1,1,2023-08-20,14:00,D,0,0,D,9,21,2,8,8,10,0,9,1,1,0,0,0.5,0.5,1.529,1.765,0.235,1.118,1.059,0.353,16,5,0.8,1.4,0.2,1.4,1.2,0.4
2023,Monaco,Strasbourg,3,0,2023-08-20,16:05,H,2,0,H,9,4,4,1,19,16,4,3,2,1,0,0,1.0,0.0,1.765,0.824,0.588,0.941,1.588,0.176,2,13,1.2,1.8,0.2,1.4,1.0,0.4
2023,Reims,Clermont Foot,2,0,2023-08-20,14:00,H,1,0,H,8,11,4,4,9,6,3,10,0,0,0,0,1.0,0.0,1.118,1.059,0.471,0.706,1.941,0.118,9,18,1.0,2.4,0.0,2.0,1.8,0.6
2023,Nantes,Monaco,3,3,2023-08-25,20:00,D,2,1,H,3,27,3,10,8,7,1,10,2,2,0,0,0.5,0.5,1.0,1.765,0.176,2.235,1.647,0.588,14,2,0.6,1.8,0.2,1.8,1.8,0.4
2023,Marseille,Stade Brestois,2,0,2023-08-26,18:00,H,1,0,H,15,18,6,7,4,8,3,10,0,1,0,0,1.0,0.0,1.824,0.765,0.588,1.647,1.176,0.529,8,3,1.2,1.6,0.2,2.0,1.4,0.8
2023,Paris SG,Lens,3,1,2023-08-26,20:00,H,1,0,H,17,12,7,4,8,16,5,5,0,5,0,0,1.0,0.0,2.471,1.294,0.529,1.059,1.118,0.294,1,7,1.2,1.2,0.2,2.4,1.2,0.6
2023,Strasbourg,Toulouse,2,0,2023-08-27,14:00,H,0,0,D,11,7,3,1,16,17,3,3,1,3,0,0,1.0,0.0,1.294,1.353,0.412,1.235,1.235,0.471,13,11,1.0,1.6,0.2,1.2,0.8,0.4
2023,Montpellier,Reims,1,3,2023-08-27,14:00,A,1,2,A,19,12,3,6,9,19,5,3,1,1,0,0,0.0,1.0,1.176,1.353,0.176,1.353,1.706,0.294,12,9,2.8,1.4,0.6,1.2,2.0,0.2
2023,Rennes,Le Havre,2,2,2023-08-27,12:00,D,2,1,H,22,7,8,3,5,7,5,2,1,2,0,1,0.5,0.5,2.0,1.529,0.412,0.941,1.529,0.059,10,15,3.0,0.6,0.8,1.5,2.0,0.0
2023,Nice,Lyon,0,0,2023-08-27,19:45,D,0,0,D,21,6,4,1,8,14,7,2,1,4,0,0,0.5,0.5,1.235,0.647,0.529,1.412,1.529,0.529,5,6,1.6,1.0,0.4,1.8,2.0,0.4
2023,Clermont Foot,Metz,0,1,2023-08-27,14:00,A,0,0,D,16,10,4,5,8,10,10,2,1,1,0,0,0.0,1.0,0.824,1.588,0.176,1.059,1.824,0.294,18,17,1.6,2.0,0.4,1.5,3.5,0.0
2023,Lorient,Lille,4,1,2023-08-27,16:05,H,2,0,H,9,18,6,7,22,12,5,8,2,4,0,0,1.0,0.0,1.529,1.765,0.235,1.059,1.176,0.294,16,4,0.8,1.4,0.2,1.6,0.8,0.6
2023,Nantes,Marseille,1,1,2023-09-01,20:00,D,1,1,D,10,26,2,9,7,13,2,7,0,2,1,0,0.5,0.5,1.0,1.765,0.176,1.235,1.647,0.176,14,8,1.2,1.8,0.2,1.4,1.2,0.4
2023,Monaco,Lens,3,0,2023-09-02,20:00,H,2,0,H,11,12,6,1,21,16,5,2,4,2,0,0,1.0,0.0,1.765,0.824,0.588,1.059,1.118,0.294,2,7,2.2,1.8,0.4,2.0,1.6,0.4
2023,Stade Brestois,Rennes,0,0,2023-09-02,16:00,D,0,0,D,13,6,2,3,12,12,7,5,3,1,0,0,0.5,0.5,1.471,0.824,0.471,1.118,1.176,0.294,3,10,1.6,1.6,0.6,2.4,1.0,0.6
