league.season,HomeTeam,AwayTeam,HomeScore,AwayScore,Date,Time,Result,HalftimeHomeGoals,HalftimeAwayGoals,HalftimeResult,HomeShot,AwayShot,HomeShotTarget,AwayShotTarget,HomeTeamFouls,AwayTeamFouls,HomeTeamCorners,AwayTeamCorners,HomeYellowCards,AwayYellowCards,HomeRedCards,AwayRedCards,result_home,result_away,home_goals_scored_home,home_goals_conceded_home,home_win_rate_home,away_goals_scored_away,away_goals_conceded_away,away_win_rate_away,home_season_rank,away_season_rank,home_rolling_scored,home_rolling_conceded,home_rolling_win_rate,away_rolling_scored,away_rolling_conceded,away_rolling_win_rate
2023,Rennes,Marseille,2,0,2024-03-17,16:05,H,1,0,H,7,8,4,1,9,12,4,5,1,3,0,0,1.0,0.0,2.0,1.529,0.412,1.235,1.647,0.176,10,8,1.6,1.2,0.4,2.4,0.8,0.6
2023,Reims,Metz,2,1,2024-03-17,14:00,H,1,1,D,17,12,7,4,17,10,7,7,4,4,0,0,1.0,0.0,1.118,1.059,0.471,1.059,1.824,0.294,9,17,1.0,1.4,0.2,1.0,1.2,0.4
2023,Stade Brestois,Lille,1,1,2024-03-17,12:00,D,0,0,D,16,13,4,8,9,12,3,3,3,0,0,0,0.5,0.5,1.471,0.824,0.471,1.059,1.176,0.294,3,4,1.2,0.4,0.6,1.6,1.6,0.4
2023,Monaco,Lorient,2,2,2024-03-17,14:00,D,1,1,D,23,11,8,6,21,8,10,8,3,1,1,1,0.5,0.5,1.765,0.824,0.588,1.0,2.118,0.176,2,16,1.6,1.2,0.6,1.4,1.0,0.6
2023,Clermont Foot,Le Havre,2,1,2024-03-17,14:00,H,2,1,H,9,14,4,5,13,17,3,5,3,5,1,1,1.0,0.0,0.824,1.588,0.176,0.941,1.529,0.059,18,15,0.6,2.0,0.0,0.4,1.4,0.2
2023,Montpellier,Paris SG,2,6,2024-03-17,19:45,A,2,2,D,12,16,7,9,9,13,7,4,0,3,0,0,0.0,1.0,1.176,1.353,0.176,2.294,0.647,0.765,12,1,1.8,1.8,0.4,1.6,0.8,0.4
2023,Lille,Lens,2,1,2024-03-29,20:00,H,1,0,H,15,9,6,3,13,17,5,5,3,3,0,0,1.0,0.0,2.0,0.824,0.647,1.059,1.118,0.294,4,7,1.6,1.2,0.4,1.6,1.4,0.4
2023,Metz,Monaco,2,5,2024-03-30,16:00,A,0,3,A,13,17,7,7,8,8,5,5,0,0,0,0,0.0,1.0,1.0,1.588,0.176,2.235,1.647,0.588,17,2,1.0,1.4,0.4,1.4,1.2,0.4
2023,Lyon,Reims,1,1,2024-03-30,20:00,D,0,0,D,16,17,3,5,7,10,7,8,2,3,0,0,0.5,0.5,1.471,1.706,0.412,1.353,1.706,0.294,6,9,1.6,1.2,0.8,1.4,1.2,0.4
2023,Clermont Foot,Toulouse,0,3,2024-03-31,14:00,A,0,1,A,15,11,5,5,15,12,12,3,3,1,0,0,0.0,1.0,0.824,1.588,0.176,1.235,1.235,0.471,18,11,0.8,2.0,0.2,1.8,1.4,0.6
2023,Le Havre,Montpellier,0,2,2024-03-31,14:00,A,0,0,D,14,14,3,5,10,12,6,6,2,2,0,0,0.0,1.0,1.059,1.118,0.353,1.353,1.471,0.412,15,12,0.6,1.6,0.2,2.0,2.6,0.4
2023,Lorient,Stade Brestois,0,1,2024-03-31,12:00,A,0,0,D,11,10,5,2,10,18,6,4,1,3,0,1,0.0,1.0,1.529,1.765,0.235,1.647,1.176,0.529,16,3,1.4,1.4,0.4,1.2,0.4,0.6
2023,Marseille,Paris SG,0,2,2024-03-31,19:45,A,0,0,D,22,8,10,3,10,8,5,3,0,4,0,1,0.0,1.0,1.824,0.765,0.588,2.294,0.647,0.765,8,1,2.2,1.0,0.6,2.2,1.0,0.4
2023,Nice,Nantes,1,2,2024-03-31,14:00,A,0,1,A,12,13,3,4,7,19,9,3,2,5,0,0,0.0,1.0,1.235,0.647,0.529,0.765,1.471,0.353,5,14,1.0,1.2,0.2,0.4,1.8,0.2
2023,Strasbourg,Rennes,2,0,2024-03-31,16:05,H,0,0,D,14,12,7,0,10,17,4,5,1,2,0,0,1.0,0.0,1.294,1.353,0.412,1.118,1.176,0.294,13,10,1.2,2.0,0.2,1.8,1.2,0.4
2023,Lille,Marseille,3,1,2024-04-05,20:00,H,0,0,D,14,13,6,4,13,18,4,2,1,6,0,0,1.0,0.0,2.0,0.824,0.647,1.235,1.647,0.176,4,8,1.4,1.4,0.4,2.2,1.2,0.6
2023,Paris SG,Clermont Foot,1,1,2024-04-06,20:00,D,0,1,A,23,6,7,3,11,7,17,2,1,0,0,0,0.5,0.5,2.471,1.294,0.529,0.706,1.941,0.118,1,18,2.2,1.0,0.4,0.6,2.0,0.2
2023,Lens,Le Havre,1,1,2024-04-06,16:00,D,0,0,D,18,11,8,3,13,10,7,4,2,5,0,0,0.5,0.5,1.588,1.059,0.529,0.941,1.529,0.059,7,15,1.6,1.6,0.4,0.6,1.4,0.2
2023,Monaco,Rennes,1,0,2024-04-07,16:05,H,1,0,H,16,12,5,7,16,17,6,3,3,1,1,1,1.0,0.0,1.765,0.824,0.588,1.118,1.176,0.294,2,10,2.2,1.2,0.6,1.2,1.4,0.2
2023,Montpellier,Lorient,2,0,2024-04-07,14:00,H,0,0,D,13,19,5,5,11,18,5,7,3,6,0,0,1.0,0.0,1.176,1.353,0.176,1.0,2.118,0.176,12,16,1.8,2.6,0.4,0.8,1.4,0.2
2023,Nantes,Lyon,1,3,2024-04-07,19:45,A,1,0,H,14,19,6,10,8,14,5,5,2,2,0,0,0.0,1.0,1.0,1.765,0.176,1.412,1.529,0.529,14,6,0.8,1.6,0.4,1.6,1.4,0.6
2023,Reims,Nice,0,0,2024-04-07,14:00,D,0,0,D,10,18,3,3,15,15,2,5,2,1,0,0,0.5,0.5,1.118,1.059,0.471,1.118,1.059,0.353,9,5,1.4,1.2,0.4,1.2,1.4,0.2
2023,Stade Brestois,Metz,4,3,2024-04-07,12:00,H,3,1,H,24,8,10,6,11,17,8,5,0,1,0,0,1.0,0.0,1.471,0.824,0.471,1.059,1.824,0.294,3,17,1.2,0.4,0.6,1.4,1.8,0.4
2023,Toulouse,Strasbourg,0,0,2024-04-07,14:00,D,0,0,D,11,8,2,1,16,17,4,3,2,0,0,0,0.5,0.5,1.235,1.471,0.176,0.941,1.588,0.176,11,13,2.0,1.2,0.6,1.4,1.4,0.4
2023,Metz,Lens,2,1,2024-04-12,20:00,H,2,1,H,11,17,5,2,11,17,5,2,2,5,0,0,1.0,0.0,1.0,1.588,0.176,1.059,1.118,0.294,17,7,1.8,2.2,0.4,1.4,1.2,0.4
2023,Strasbourg,Reims,3,1,2024-04-13,16:00,H,1,1,D,13,8,6,2,9,18,5,4,1,3,0,1,1.0,0.0,1.294,1.353,0.412,1.353,1.706,0.294,13,9,1.4,0.8,0.4,1.0,1.0,0.2
2023,Rennes,Toulouse,1,2,2024-04-13,20:00,A,1,2,A,19,10,4,3,20,18,8,4,3,3,0,0,0.0,1.0,2.0,1.529,0.412,1.235,1.235,0.471,10,11,1.0,1.4,0.2,1.4,1.0,0.4
2023,Lyon,Stade Brestois,4,3,2024-04-14,19:45,H,1,0,H,16,22,8,7,12,7,10,7,5,5,1,1,1.0,0.0,1.471,1.706,0.412,1.647,1.176,0.529,6,3,1.8,1.4,0.6,1.4,1.0,0.6
2023,Clermont Foot,Montpellier,1,1,2024-04-14,14:00,D,1,0,H,10,14,2,6,12,14,3,4,1,1,0,0,0.5,0.5,0.824,1.588,0.176,1.353,1.471,0.412,18,12,0.8,2.2,0.2,2.0,1.8,0.6
2023,Le Havre,Nantes,0,1,2024-04-14,12:00,A,0,0,D,10,12,1,4,14,12,6,7,3,2,0,0,0.0,1.0,1.059,1.118,0.353,0.765,1.471,0.353,15,14,0.6,1.2,0.2,0.8,2.2,0.2
2023,Nice,Lorient,3,0,2024-04-19,20:00,H,1,0,H,19,9,10,4,11,7,2,3,0,2,0,0,1.0,0.0,1.235,0.647,0.529,1.0,2.118,0.176,5,16,1.2,1.4,0.2,0.8,1.6,0.2
2023,Lens,Clermont Foot,1,0,2024-04-20,20:00,H,1,0,H,17,8,4,1,17,17,4,3,1,4,0,0,1.0,0.0,1.588,1.059,0.529,0.706,1.941,0.118,7,18,1.0,1.6,0.2,0.8,1.4,0.2
2023,Nantes,Rennes,0,3,2024-04-20,16:00,A,0,0,D,6,14,4,5,16,11,3,7,1,4,0,0,0.0,1.0,1.0,1.765,0.176,1.118,1.176,0.294,14,10,1.0,1.8,0.4,1.0,1.4,0.2
2023,Stade Brestois,Monaco,0,2,2024-04-21,16:05,A,0,1,A,12,8,2,3,8,9,7,4,5,2,0,2,0.0,1.0,1.471,0.824,0.471,2.235,1.647,0.588,3,2,1.8,1.8,0.4,1.8,0.8,0.6
2023,Le Havre,Metz,0,1,2024-04-21,14:00,A,0,0,D,16,9,4,2,9,19,4,2,2,3,0,0,0.0,1.0,1.059,1.118,0.353,1.059,1.824,0.294,15,17,0.6,1.2,0.2,1.8,2.4,0.4
2023,Lille,Strasbourg,1,0,2024-04-21,14:00,H,1,0,H,6,8,2,2,11,19,4,4,2,3,0,0,1.0,0.0,2.0,0.824,0.647,0.941,1.588,0.176,4,13,1.8,1.0,0.6,1.6,0.6,0.6
2023,Paris SG,Lyon,4,1,2024-04-21,20:00,H,4,1,H,14,16,6,6,9,10,4,10,0,0,0,0,1.0,0.0,2.471,1.294,0.529,1.412,1.529,0.529,1,6,2.2,1.0,0.4,2.6,1.4,0.8
2023,Reims,Montpellier,1,2,2024-04-21,14:00,A,0,1,A,22,12,4,5,15,10,8,4,3,3,0,0,0.0,1.0,1.118,1.059,0.471,1.353,1.471,0.412,9,12,1.2,1.4,0.2,1.8,1.6,0.6
2023,Toulouse,Marseille,2,2,2024-04-21,18:00,D,1,1,D,10,11,3,3,11,13,7,4,1,2,0,0,0.5,0.5,1.235,1.471,0.176,1.235,1.647,0.176,11,8,1.4,1.0,0.4,1.6,1.6,0.4
2023,Lorient,Paris SG,1,4,2024-04-24,18:00,A,0,2,A,11,15,6,7,8,7,3,6,1,1,0,0,0.0,1.0,1.529,1.765,0.235,2.294,0.647,0.765,16,1,0.4,2.0,0.0,3.0,1.2,0.6
2023,Marseille,Nice,2,2,2024-04-24,20:00,D,1,1,D,11,10,4,4,10,14,3,2,2,3,1,0,0.5,0.5,1.824,0.765,0.588,1.118,1.059,0.353,8,5,1.0,1.8,0.2,1.6,1.0,0.4
2023,Monaco,Lille,1,0,2024-04-24,20:00,H,0,0,D,19,13,7,4,9,9,7,5,1,2,0,0,1.0,0.0,1.765,0.824,0.588,1.059,1.176,0.294,2,4,2.2,0.8,0.8,1.8,1.0,0.6
2023,Montpellier,Nantes,1,1,2024-04-26,20:00,D,1,1,D,8,15,1,5,11,14,3,6,2,1,2,0,0.5,0.5,1.176,1.353,0.176,0.765,1.471,0.353,12,14,1.8,1.6,0.6,1.0,2.0,0.4
2023,Paris SG,Le Havre,3,3,2024-04-27,20:00,D,1,2,A,17,6,4,4,10,8,11,2,2,1,0,0,0.5,0.5,2.471,1.294,0.529,0.941,1.529,0.059,1,15,3.4,1.0,0.8,0.4,1.4,0.0
2023,Rennes,Stade Brestois,4,5,2024-04-28,16:05,A,2,1,H,21,10,7,5,14,15,7,4,4,1,0,0,0.0,1.0,2.0,1.529,0.412,1.647,1.176,0.529,10,3,1.2,1.0,0.4,1.8,2.0,0.4
2023,Strasbourg,Nice,1,3,2024-04-28,14:00,A,1,1,D,13,8,5,4,11,14,2,3,2,3,0,0,0.0,1.0,1.294,1.353,0.412,1.118,1.059,0.353,13,5,1.6,0.6,0.6,1.8,1.0,0.4
2023,Metz,Lille,1,2,2024-04-28,12:00,A,1,2,A,5,14,2,4,15,12,2,4,1,2,0,0,0.0,1.0,1.0,1.588,0.176,1.059,1.176,0.294,17,4,1.8,2.4,0.4,1.4,0.8,0.6
2023,Lorient,Toulouse,1,2,2024-04-28,14:00,A,1,0,H,15,14,5,5,14,17,5,1,1,3,0,0,0.0,1.0,1.529,1.765,0.235,1.235,1.235,0.471,16,11,0.6,2.4,0.0,1.8,1.2,0.4
2023,Lyon,Monaco,3,2,2024-04-28,18:00,H,2,1,H,15,13,4,5,15,14,3,3,1,3,0,0,1.0,0.0,1.471,1.706,0.412,2.235,1.647,0.588,6,2,2.4,2.2,0.6,2.2,0.8,0.8
2023,Clermont Foot,Reims,4,1,2024-04-28,14:00,H,1,1,D,12,10,6,3,9,12,5,5,0,3,0,1,1.0,0.0,0.824,1.588,0.176,1.353,1.706,0.294,18,9,0.8,1.4,0.2,1.0,1.4,0.2
2023,Marseille,Lens,2,1,2024-04-28,20:00,H,1,0,H,13,18,6,5,8,12,3,11,2,2,0,0,1.0,0.0,1.824,0.765,0.588,1.059,1.118,0.294,8,7,1.0,2.2,0.0,1.0,1.6,0.2
2023,Lens,Lorient,2,0,2024-05-03,20:00,H,0,0,D,18,11,6,5,10,14,4,4,1,2,0,0,1.0,0.0,1.588,1.059,0.529,1.0,2.118,0.176,7,16,1.0,1.4,0.2,0.4,2.4,0.0
2023,Toulouse,Montpellier,1,2,2024-05-03,18:00,A,1,1,D,15,5,5,3,17,14,8,0,3,4,1,1,0.0,1.0,1.235,1.471,0.176,1.353,1.471,0.412,11,12,1.8,0.8,0.6,1.6,0.6,0.6
2023,Le Havre,Strasbourg,3,1,2024-05-04,14:00,H,1,0,H,15,5,7,3,6,13,3,2,3,1,0,0,1.0,0.0,1.059,1.118,0.353,0.941,1.588,0.176,15,13,0.8,1.6,0.0,1.2,1.0,0.4
2023,Metz,Rennes,2,3,2024-05-04,18:00,A,2,1,H,7,21,4,9,15,14,2,5,2,3,1,0,0.0,1.0,1.0,1.588,0.176,1.118,1.176,0.294,17,10,1.8,2.4,0.4,1.6,2.0,0.2
2023,Monaco,Clermont Foot,4,1,2024-05-04,16:00,H,2,1,H,23,9,8,1,13,12,4,4,3,1,0,0,1.0,0.0,1.765,0.824,0.588,0.706,1.941,0.118,2,18,2.2,1.0,0.8,1.2,1.4,0.2
2023,Stade Brestois,Nantes,0,0,2024-05-04,20:00,D,0,0,D,9,9,2,1,6,14,6,0,3,2,0,0,0.5,0.5,1.471,0.824,0.471,0.765,1.471,0.353,3,14,2.6,2.6,0.6,1.0,1.6,0.4
2023,Lille,Lyon,3,4,2024-05-06,20:00,A,2,0,H,8,11,5,7,14,14,4,4,3,1,0,0,0.0,1.0,2.0,0.824,0.647,1.412,1.529,0.529,4,6,1.6,0.8,0.8,2.4,2.2,0.6
2023,Nice,Le Havre,1,0,2024-05-10,20:00,H,1,0,H,13,12,6,3,10,9,6,1,2,0,0,0,1.0,0.0,1.235,0.647,0.529,0.941,1.529,0.059,5,15,1.8,1.0,0.4,1.4,1.4,0.2
2023,Stade Brestois,Reims,1,1,2024-05-10,20:00,D,1,1,D,16,8,5,2,12,12,3,4,2,3,0,0,0.5,0.5,1.471,0.824,0.471,1.353,1.706,0.294,3,9,2.4,2.6,0.4,0.8,2.0,0.0
2023,Strasbourg,Metz,2,1,2024-05-12,20:00,H,0,0,D,10,11,2,2,10,10,3,6,2,2,0,0,1.0,0.0,1.294,1.353,0.412,1.059,1.824,0.294,13,17,1.0,1.6,0.2,1.8,2.0,0.4
2023,Paris SG,Toulouse,1,3,2024-05-12,20:00,A,1,1,D,15,18,3,5,12,8,4,6,0,0,0,0,0.0,1.0,2.471,1.294,0.529,1.235,1.235,0.471,1,11,2.8,1.2,0.6,1.4,1.2,0.4
2023,Nantes,Lille,1,2,2024-05-12,20:00,A,0,2,A,9,12,5,3,17,7,5,4,4,2,0,0,0.0,1.0,1.0,1.765,0.176,1.059,1.176,0.294,14,4,0.6,1.4,0.2,1.8,1.4,0.6
2023,Rennes,Lens,1,1,2024-05-12,20:00,D,0,0,D,16,8,6,4,12,14,4,3,2,3,0,0,0.5,0.5,2.0,1.529,0.412,1.059,1.118,0.294,10,7,2.2,2.0,0.4,1.2,1.0,0.4
2023,Marseille,Lorient,3,1,2024-05-12,20:00,H,2,1,H,13,14,4,3,9,6,9,5,3,4,0,0,1.0,0.0,1.824,0.765,0.588,1.0,2.118,0.176,8,16,1.4,2.0,0.2,0.4,2.6,0.0
2023,Clermont Foot,Lyon,0,1,2024-05-12,20:00,A,0,0,D,18,6,5,2,8,12,7,2,1,2,0,0,0.0,1.0,0.824,1.588,0.176,1.412,1.529,0.529,18,6,1.4,1.6,0.2,3.0,2.6,0.8
2023,Montpellier,Monaco,0,2,2024-05-12,20:00,A,0,0,D,14,19,3,9,20,10,3,3,1,1,0,0,0.0,1.0,1.176,1.353,0.176,2.235,1.647,0.588,12,2,1.6,0.8,0.6,2.0,0.8,0.8
2023,Nice,Paris SG,1,2,2024-05-15,20:00,A,1,2,A,12,11,4,4,13,10,7,2,1,3,1,0,0.0,1.0,1.235,0.647,0.529,2.294,0.647,0.765,5,1,1.8,0.6,0.6,2.6,1.8,0.4
2023,Reims,Marseille,1,0,2024-05-15,20:00,H,1,0,H,10,19,3,3,17,9,3,10,3,1,0,0,1.0,0.0,1.118,1.059,0.471,1.235,1.647,0.176,9,8,0.8,2.0,0.0,2.0,1.8,0.4
2023,Toulouse,Stade Brestois,0,3,2024-05-19,20:00,A,0,0,D,8,12,2,6,12,17,6,2,1,2,0,0,0.0,1.0,1.235,1.471,0.176,1.647,1.176,0.529,11,3,2.0,1.4,0.6,1.8,2.2,0.2
2023,Reims,Rennes,2,1,2024-05-19,20:00,H,0,0,D,6,15,4,5,11,17,2,4,1,1,0,0,1.0,0.0,1.118,1.059,0.471,1.118,1.176,0.294,9,10,1.0,2.0,0.2,2.4,2.0,0.4
2023,Monaco,Nantes,4,0,2024-05-19,20:00,H,3,0,H,10,6,6,3,14,23,2,2,1,2,0,0,1.0,0.0,1.765,0.824,0.588,0.765,1.471,0.353,2,14,2.2,0.8,0.8,0.6,1.2,0.2
2023,Metz,Paris SG,0,2,2024-05-19,20:00,A,0,2,A,10,20,2,8,6,9,1,11,2,1,0,0,0.0,1.0,1.0,1.588,0.176,2.294,0.647,0.765,17,1,1.4,1.6,0.4,2.8,1.8,0.6
2023,Lyon,Strasbourg,2,1,2024-05-19,20:00,H,1,0,H,15,10,6,4,7,10,7,2,1,0,0,0,1.0,0.0,1.471,1.706,0.412,0.941,1.588,0.176,6,13,2.6,2.4,0.8,1.4,1.8,0.4
2023,Lille,Nice,2,2,2024-05-19,20:00,D,0,1,A,12,10,3,4,9,9,3,5,3,3,1,0,0.5,0.5,2.0,0.824,0.647,1.118,1.059,0.353,4,5,1.6,1.4,0.6,2.0,1.0,0.6
2023,Lens,Montpellier,2,2,2024-05-19,20:00,D,2,0,H,27,11,13,2,10,13,1,0,0,1,0,0,0.5,0.5,1.588,1.059,0.529,1.353,1.471,0.412,7,12,1.2,1.0,0.4,1.2,1.2,0.4
2023,Le Havre,Marseille,1,2,2024-05-19,20:00,A,0,0,D,13,22,6,7,11,11,5,3,1,0,0,0,0.0,1.0,1.059,1.118,0.353,1.235,1.647,0.176,15,8,1.2,1.4,0.2,1.8,1.4,0.4
2023,Lorient,Clermont Foot,5,0,2024-05-19,20:00,H,2,0,H,32,9,10,4,20,8,9,2,3,3,0,0,1.0,0.0,1.529,1.765,0.235,0.706,1.941,0.118,16,18,0.6,2.8,0.0,1.2,1.6,0.2
2024,Le Havre,Paris SG,1,4,2024-08-16,19:45,A,0,1,A,5,14,2,9,9,9,2,8,3,0,0,0,0.0,1.0,0.882,2.412,0.176,2.765,1.118,0.706,15,1,1.4,1.6,0.2,2.4,1.6,0.6
2024,Monaco,St Etienne,1,0,2024-08-17,20:00,H,1,0,H,13,7,6,4,13,14,5,4,1,1,0,0,1.0,0.0,2.235,0.941,0.706,0.882,2.588,0.118,3,17,2.6,0.8,0.8,0.0,0.0,0.0
2024,Reims,Lille,0,2,2024-08-17,18:00,A,0,1,A,2,21,0,6,6,13,0,8,2,2,1,0,0.0,1.0,1.0,1.471,0.235,1.235,1.059,0.353,16,5,1.2,1.6,0.4,1.8,1.8,0.4
2024,Stade Brestois,Marseille,1,5,2024-08-17,16:00,A,1,3,A,7,7,5,5,10,8,5,0,4,1,0,0,0.0,1.0,1.824,1.235,0.588,1.941,1.412,0.588,9,2,1.8,1.4,0.4,1.8,1.2,0.6
2024,Toulouse,Nantes,0,0,2024-08-18,16:00,D,0,0,D,7,6,3,2,10,8,10,5,1,3,0,0,0.5,0.5,1.176,1.294,0.294,1.176,2.0,0.176,10,13,1.6,1.8,0.4,0.4,2.0,0.0
2024,Rennes,Lyon,3,0,2024-08-18,19:45,H,2,0,H,22,16,8,2,13,12,7,7,2,1,0,0,1.0,0.0,1.471,1.0,0.529,1.647,1.471,0.353,12,6,2.4,2.0,0.4,2.2,2.0,0.8
2024,Montpellier,Strasbourg,1,1,2024-08-18,16:00,D,0,0,D,7,11,5,4,20,18,6,4,4,3,0,0,0.5,0.5,1.0,2.412,0.176,1.353,1.412,0.353,18,7,1.4,1.4,0.4,1.0,2.0,0.2
2024,Auxerre,Nice,2,1,2024-08-18,14:00,H,1,1,D,16,9,7,2,11,17,3,5,0,0,0,0,1.0,0.0,1.412,1.0,0.412,1.647,1.529,0.353,11,4,0.8,1.6,0.0,1.8,1.4,0.4
2024,Angers,Lens,0,1,2024-08-18,16:00,A,0,1,A,4,10,3,5,6,10,7,3,1,0,0,0,0.0,1.0,1.059,1.941,0.294,1.353,1.0,0.471,14,8,1.2,1.8,0.2,1.4,1.0,0.4
2024,Paris SG,Montpellier,6,0,2024-08-23,19:45,H,2,0,H,21,6,10,3,9,16,10,2,1,4,0,0,1.0,0.0,2.647,0.941,0.824,0.353,2.235,0.059,1,18,2.4,1.6,0.6,1.2,1.4,0.2
2024,Lille,Angers,2,0,2024-08-24,18:00,H,1,0,H,11,5,6,2,9,17,3,2,1,2,0,0,1.0,0.0,1.824,1.059,0.647,0.824,1.176,0.294,5,14,2.2,1.6,0.6,1.0,1.6,0.2
2024,Lyon,Monaco,0,2,2024-08-24,16:00,A,0,0,D,2,15,1,4,10,7,0,6,0,0,0,1,0.0,1.0,2.176,1.235,0.647,1.471,1.471,0.353,6,3,2.0,1.8,0.8,2.6,0.8,0.8
2024,St Etienne,Le Havre,0,2,2024-08-24,20:00,A,0,0,D,18,14,5,5,11,9,2,4,3,3,0,0,0.0,1.0,1.412,1.941,0.353,1.471,1.765,0.412,17,15,0.0,1.0,0.0,1.6,2.2,0.2
2024,Strasbourg,Rennes,3,1,2024-08-25,16:00,H,1,0,H,9,13,5,5,7,19,2,5,2,4,0,0,1.0,0.0,1.941,1.176,0.588,1.529,1.941,0.235,7,12,1.2,2.0,0.2,2.4,2.0,0.4
2024,Nice,Toulouse,1,1,2024-08-25,16:00,D,0,0,D,10,15,4,3,11,21,4,4,4,1,0,0,0.5,0.5,2.235,0.882,0.647,1.412,1.235,0.353,4,10,1.6,1.4,0.4,1.2,1.4,0.4
2024,Nantes,Auxerre,2,0,2024-08-25,16:00,H,1,0,H,8,10,6,3,9,6,3,12,0,0,0,1,1.0,0.0,1.118,1.059,0.294,1.412,2.0,0.235,13,11,0.4,1.4,0.0,1.0,1.6,0.2
2024,Marseille,Reims,2,2,2024-08-25,19:45,D,1,0,H,16,12,10,3,10,13,2,4,1,1,0,0,0.5,0.5,2.412,1.353,0.588,0.941,1.294,0.235,2,16,2.4,1.0,0.8,1.0,1.6,0.4
